,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
251,100.0,100.0,108413,0,0,-2,2,0,3,1.5,5.0,10,Will,5.0,163,False,,2023-03-10T13:30:08.876197Z,48,108413.jpg,1.5,Hughes,0.0,False,,a,7,31,41,2029,0,4082,0,1.0,8.5,Hughes,822,1,1,1,11,0,0,0,4,0,0,3,152,190.4,107.4,78.0,37.4,7,0.34,0.63,0.97,13.05,319,132,286,159,312,157,338,151,3.0,,,,,,0.04,0.0,0.07,0.11,1.43,1.2,268,159,29,13,416,180,597,235,0.77,0.11
252,,,173954,0,0,-3,3,0,3,0.2,0.7,1,Jairo,0.7,164,False,,,42,173954.jpg,1.0,Riedewald,0.0,False,,a,7,31,6,7021,0,9954,0,0.2,1.4,Riedewald,60,0,0,0,0,0,0,0,0,0,0,0,19,9.8,2.6,4.0,1.5,0,0.04,0.01,0.05,0.93,490,219,467,225,458,221,503,225,,,,,,,0.06,0.0,0.02,0.08,1.4,0.0,601,321,284,139,477,210,525,201,0.0,0.0
253,100.0,100.0,174874,0,0,0,0,0,2,2.2,3.0,2,Joachim,3.0,165,False,,2023-04-26T08:30:07.682408Z,45,174874.jpg,2.5,Andersen,1.6,False,,a,7,31,80,483880,0,577385,0,0.7,17.8,Andersen,2782,1,0,8,37,2,0,0,8,0,0,1,483,658.8,163.4,273.0,109.8,32,1.87,1.04,2.91,36.23,62,17,216,54,140,16,112,18,,,,,,,0.06,0.0,0.03,0.09,1.17,1.2,361,70,103,32,228,85,151,52,1.04,0.26
254,100.0,100.0,199670,0,0,-5,5,0,4,2.8,3.7,2,Odsonne,3.7,166,False,,2023-04-09T23:00:08.523466Z,50,199670.jpg,2.3,Edouard,2.0,False,,a,7,31,82,877397,0,993269,0,0.7,16.4,Edouard,1788,5,2,5,25,0,0,0,3,0,0,5,225,351.6,238.7,552.0,113.2,20,4.14,0.80,4.94,24.19,206,20,152,20,55,22,109,19,,,,,3.0,,0.21,0.0,0.04,0.25,1.22,1.26,198,55,70,13,262,35,134,22,1.01,0.25
255,100.0,100.0,209036,0,0,0,0,0,2,2.5,3.0,2,Marc,3.0,167,False,,2022-11-12T18:00:07.485433Z,45,209036.jpg,2.6,Guéhi,2.5,False,,a,7,31,95,674953,0,591725,0,0.7,21.1,Guéhi,3330,1,0,9,46,1,0,0,8,0,0,2,623,705.0,145.5,213.0,106.7,37,1.46,0.82,2.28,46.47,47,10,232,58,176,25,118,20,,,,,,,0.04,0.0,0.02,0.06,1.26,1.24,368,75,104,33,206,74,121,44,1.0,0.24
256,,,231747,0,0,-4,4,0,4,0.2,0.7,1,Jean-Philippe,0.7,168,False,,,51,231747.jpg,1.4,Mateta,0.3,False,,a,7,31,41,101117,0,148283,0,0.1,8.0,Mateta,748,2,0,3,10,0,0,0,3,0,0,3,96,119.8,71.4,247.0,42.5,6,3.44,0.16,3.60,13.49,368,44,340,50,152,44,318,45,,,,,,,0.41,0.0,0.02,0.43,1.62,1.2,178,53,306,40,436,55,308,49,0.72,0.36
257,,,232413,0,0,2,-2,4,3,8.0,7.7,2,Eberechi,7.7,169,False,,,57,232413.jpg,4.2,Eze,12.8,False,,a,7,31,159,2768543,0,1474235,0,1.4,27.9,Eze,2631,10,5,9,35,0,0,0,3,0,0,21,580,702.6,833.6,635.0,217.0,30,7.25,2.92,10.17,32.64,48,20,20,17,40,25,26,18,2.0,,1.0,,,,0.25,0.0,0.1,0.35,1.12,1.2,85,47,7,3,39,18,34,11,1.03,0.31
258,100.0,100.0,244723,0,0,-1,1,1,2,3.0,3.7,2,Tyrick,3.7,170,False,,2023-02-18T21:30:07.978116Z,44,244723.jpg,2.6,Mitchell,1.0,False,,a,7,31,93,229971,0,220180,0,0.8,21.1,Mitchell,2889,0,2,8,40,0,0,0,5,1,0,7,476,485.0,260.3,141.0,89.0,34,0.62,1.25,1.87,42.90,123,42,144,29,230,51,162,38,,,,,,,0.02,0.0,0.04,0.06,1.34,1.25,516,117,68,21,203,73,192,67,1.06,0.25
259,100.0,100.0,443661,0,0,-2,2,2,3,3.8,4.7,6,Michael,4.7,171,False,,2022-08-01T17:30:04.743028Z,53,443661.jpg,3.6,Olise,1.8,False,,a,7,31,132,589134,0,416514,0,0.9,24.9,Olise,2743,2,11,8,38,0,0,0,2,0,0,15,517,652.4,1115.0,484.0,225.6,31,2.87,6.42,9.29,37.03,66,26,8,6,66,42,22,14,1.0,,2.0,,,,0.09,0.0,0.21,0.3,1.21,1.25,154,84,39,18,92,40,141,50,1.02,0.26
260,0.0,0.0,450542,0,0,0,0,0,3,0.0,0.0,0,Jesurun,0.0,172,False,Season-long loan to Charlton,2022-08-12T14:22:11.539147Z,45,450542.jpg,0.0,Rak-Sakyi,0.0,False,,u,7,31,0,241,0,3866,0,0.0,0.0,Rak-Sakyi,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,697,282,696,287,677,276,701,285,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,398,226,621,238,707,291,681,272,0.0,0.0
261,0.0,0.0,450535,0,0,-3,3,0,3,0.0,0.0,0,Malcolm,0.0,173,False,Season-long loan to Hull City,2023-01-20T13:07:04.030779Z,42,450535.jpg,1.0,Ebiowei,0.2,False,,u,7,31,3,73938,0,79156,0,0.0,0.7,Ebiowei,31,0,0,0,1,0,0,0,0,0,0,0,9,3.4,0.9,4.0,0.9,0,0.00,0.01,0.01,0.18,515,234,487,233,459,222,514,232,,,,,,,0.0,0.0,0.03,0.03,0.52,2.9,620,326,520,188,480,211,364,127,0.0,0.0
262,0.0,0.0,232423,0,0,-1,1,0,2,0.0,0.0,0,Nathan,0.0,174,False,Muscle injury - Expected back 01 Jul,2022-08-11T16:30:05.407855Z,39,232423.jpg,0.0,Ferguson,0.2,False,,i,7,31,0,31964,0,47339,0,0.0,0.0,Ferguson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,563,198,547,196,507,185,567,197,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,745,243,406,133,575,198,390,147,0.0,0.0
263,100.0,100.0,101982,0,0,-1,1,2,1,2.5,3.3,3,Sam,3.3,175,False,,2023-02-23T10:00:09.118172Z,44,101982.jpg,4.0,Johnstone,1.1,False,,a,7,31,36,181676,0,80492,0,0.7,8.2,Johnstone,810,0,0,3,10,0,0,0,1,0,26,5,159,177.4,0.0,0.0,17.8,9,0.00,0.00,0.00,8.81,327,27,647,73,621,64,416,27,,,,,,,0.0,2.89,0.0,0.0,0.98,1.11,482,20,81,9,52,12,183,29,1.0,0.33
264,0.0,0.0,169593,0,0,0,0,0,1,0.0,0.0,0,Remi,0.0,495,False,Joined St Johnstone on loan - Expected back 01 Jul,2022-07-28T16:30:04.783610Z,40,169593.jpg,0.0,Matthews,0.0,False,,u,7,31,0,0,0,2895,0,0.0,0.0,Matthews,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,582,63,568,46,530,37,586,63,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,659,42,426,54,594,63,646,68,0.0,0.0
265,0.0,0.0,450541,0,0,0,0,0,4,0.0,0.0,0,Luke,0.0,496,False,Joined RWD Molenbeek on loan - Expected back 01 Jul,2022-08-26T23:30:06.261539Z,45,450541.jpg,0.0,Plange,0.2,False,,u,7,31,0,18888,0,136686,0,0.0,0.0,Plange,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,696,75,695,75,676,74,700,76,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,397,72,620,61,706,76,351,56,0.0,0.0
266,100.0,100.0,438464,0,0,0,0,0,3,2.2,2.3,2,Cheick,2.3,514,False,,2023-03-04T18:00:08.878516Z,50,438464.jpg,2.2,Doucouré,0.1,False,,a,7,31,74,23178,0,29366,0,0.5,14.8,C.Doucouré,2770,0,3,7,41,0,0,0,8,1,0,3,411,475.0,353.7,167.0,99.8,34,1.45,1.22,2.67,40.18,129,55,102,75,207,122,134,83,,,,,,,0.05,0.0,0.04,0.09,1.31,1.33,210,117,143,60,280,109,439,159,1.1,0.23
267,100.0,100.0,427623,0,0,-1,1,0,2,0.0,0.0,0,Chris,0.0,530,False,,2023-03-30T15:30:10.576979Z,44,427623.jpg,1.4,Richards,0.1,False,,a,7,31,13,3616,0,8009,0,0.0,3.0,Richards,443,0,0,1,11,0,0,0,0,0,0,0,83,92.4,15.3,26.0,13.2,4,0.71,0.05,0.76,11.19,393,151,436,155,407,148,434,156,,,,,,,0.14,0.0,0.01,0.15,2.27,2.23,519,118,573,229,430,152,510,188,0.81,0.2
268,,,487818,0,0,0,0,0,1,0.0,0.0,0,Joseph,0.0,590,False,,,40,487818.jpg,1.5,Whitworth,0.1,False,,a,7,31,3,17599,0,13834,0,0.0,0.8,Whitworth,180,0,0,0,5,0,0,0,0,0,5,0,28,41.8,0.0,0.0,4.2,2,0.00,0.00,0.00,2.07,456,36,606,63,571,54,477,36,,,,,,,0.0,2.5,0.0,0.0,1.04,2.5,703,59,468,71,404,37,419,50,1.0,0.0
269,,,530318,0,0,0,0,0,3,0.0,0.0,0,Kaden,0.0,601,False,,,45,530318.jpg,0.0,Rodney,0.0,False,,a,7,31,0,2935,0,2518,0,0.0,0.0,Rodney,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,734,308,730,310,720,305,736,309,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,453,263,663,265,740,313,633,254,0.0,0.0
270,0.0,0.0,532135,0,0,0,0,0,3,0.0,0.0,0,Killian,0.0,604,False,Season-long loan to Shrewsbury Town,2023-01-12T12:00:24.935780Z,45,532135.jpg,0.0,Phillips,0.0,False,,u,7,31,0,4646,0,4282,0,0.0,0.0,Phillips,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,737,310,732,311,723,307,738,310,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,456,265,666,267,742,314,604,240,0.0,0.0
271,0.0,0.0,461382,0,0,0,0,0,4,0.0,0.0,0,John-Kymani,0.0,634,False,Season-long loan to Carlisle United,2023-01-14T20:38:41.309378Z,45,461382.jpg,0.0,Gordon,0.1,False,,u,7,31,0,31769,0,29406,0,0.0,0.0,Gordon,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,703,79,702,79,684,78,707,80,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,405,76,627,65,713,80,457,66,0.0,0.0
272,,,422287,0,0,0,0,0,2,0.0,0.0,0,Kofi,0.0,642,False,,,40,422287.jpg,0.0,Balmer,0.1,False,,a,7,31,0,9124,0,6500,0,0.0,0.0,Balmer,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,598,212,584,210,547,201,602,211,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,677,196,444,150,611,213,497,183,0.0,0.0
273,,,515496,0,0,0,0,0,1,0.0,0.0,0,Owen,0.0,644,False,,,40,515496.jpg,0.0,Goodman,0.0,False,,a,7,31,0,3448,0,2650,0,0.0,0.0,Goodman,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,628,80,615,64,581,55,632,80,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,713,60,478,72,641,80,626,65,0.0,0.0
274,,,515503,0,0,0,0,0,3,0.0,0.0,0,Jack,0.0,654,False,,,45,515503.jpg,0.0,Wells-Morrison,0.0,False,,a,7,31,0,819,0,628,0,0.0,0.0,Wells-Morrison,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,729,304,725,306,714,300,731,305,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,446,257,657,260,735,309,719,295,0.0,0.0
275,,,531989,0,0,0,0,0,3,0.0,0.0,0,David,0.0,676,False,,,45,531989.jpg,1.0,Ozoh,0.0,False,,a,7,31,1,625,0,437,0,0.0,0.2,Ozoh,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.8,0.0,0.1,0,0.00,0.00,0.00,0.00,736,309,492,236,722,306,542,249,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,455,264,665,266,514,236,733,303,0.0,0.0
276,100.0,100.0,466117,0,0,0,0,0,3,0.0,0.3,1,Naouirou,0.3,725,False,,2023-05-04T11:00:10.337927Z,45,466117.jpg,0.9,Ahamada,0.0,False,,a,7,31,7,999,0,686,0,0.1,1.6,Ahamada,87,0,0,0,2,0,0,0,1,0,0,0,20,7.4,13.2,14.0,3.0,0,0.15,0.02,0.17,1.83,497,223,440,218,432,212,488,218,,,,,,,0.16,0.0,0.02,0.18,1.89,2.07,410,232,344,163,536,252,708,290,0.0,0.0
277,,,501468,0,0,0,0,0,2,1.4,0.0,0,Tayo,0.0,766,False,,,40,501468.jpg,0.0,Adaramola,0.0,False,,a,7,31,0,195,0,12,0,0.0,0.0,Adaramola,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,623,229,610,227,576,221,627,228,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,708,218,473,170,636,230,743,259,0.0,0.0
278,,,115382,0,0,-9,9,1,4,1.3,1.2,0,Neal,0.7,110,False,,,56,115382.jpg,1.5,Maupay,0.5,False,,a,8,11,41,206816,0,262409,0,0.1,7.3,Maupay,1104,1,0,3,19,0,0,0,4,0,0,3,86,85.8,109.9,429.0,62.2,11,4.91,0.24,5.15,22.04,402,48,282,43,82,28,244,38,,,,,,,0.4,0.0,0.02,0.42,1.8,1.55,90,33,314,44,420,53,270,45,0.9,0.24
279,100.0,100.0,40349,0,0,-2,2,1,1,0.5,0.5,0,Asmir,0.0,176,False,,2022-07-30T13:30:04.308081Z,38,40349.jpg,9.0,Begović,0.8,False,,a,8,11,9,151666,0,136679,0,0.0,2.4,Begović,90,0,0,1,0,0,0,0,0,0,4,2,30,36.0,0.0,0.0,3.6,1,0.00,0.00,0.00,1.04,462,38,522,17,481,7,484,38,,,,,,,0.0,4.0,0.0,0.0,1.04,0.0,763,80,380,31,1,1,215,33,1.0,1.0
280,0.0,0.0,57134,0,0,-1,1,0,4,0.0,0.0,0,Salomón,0.0,177,False,Contract ended,2022-12-26T10:35:43.678546Z,49,57134.jpg,1.0,Rondón,0.3,False,,u,8,11,7,104601,0,123311,0,0.0,1.4,Rondón,103,0,0,0,2,0,0,0,0,0,0,0,12,7.4,26.1,41.0,7.3,1,0.79,0.14,0.93,2.80,499,62,409,58,382,60,466,61,,,,,,,0.69,0.0,0.12,0.81,2.45,1.75,221,60,706,77,524,66,314,50,0.87,0.0
281,0.0,0.0,59949,0,0,-4,4,1,2,0.0,0.0,0,Seamus,0.0,178,False,Knee injury - Expected back 01 Jul,2023-04-08T22:30:08.108199Z,41,59949.jpg,2.7,Coleman,0.3,False,,i,8,11,63,194808,0,177142,0,0.0,15.4,Coleman,1654,1,0,5,25,0,0,0,1,0,0,5,314,297.8,108.7,95.0,50.4,20,0.30,0.92,1.22,33.50,231,86,284,84,285,86,282,96,,,,,,,0.02,0.0,0.05,0.07,1.82,1.36,631,176,494,186,194,67,334,124,1.09,0.27
282,0.0,0.0,60252,0,0,-1,1,0,3,0.0,0.0,0,Andros,0.0,179,False,Lack of match fitness - Expected back 01 Jul,2022-07-05T15:30:04.167286Z,54,60252.jpg,0.0,Townsend,0.0,False,,i,8,11,0,1405,0,1529,0,0.0,0.0,Townsend,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,771,336,771,336,768,336,771,336,,,3.0,,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,118,62,753,331,771,336,694,280,0.0,0.0
283,100.0,100.0,106611,0,0,-3,3,0,2,2.5,2.8,0,Michael,2.3,180,False,,2022-12-31T19:30:07.333808Z,42,106611.jpg,3.2,Keane,0.5,False,,a,8,11,39,66542,0,90724,0,0.5,9.3,Keane,983,1,2,2,22,0,0,0,0,0,0,5,180,242.6,42.6,131.0,41.7,10,1.29,0.83,2.12,23.98,279,105,378,130,237,56,321,110,,,,,,,0.12,0.0,0.08,0.2,2.2,2.01,593,156,134,46,128,32,269,98,0.92,0.18
284,0.0,0.0,108823,0,0,-2,2,0,3,0.0,0.0,0,Dele,0.0,181,False,Season-long loan to Besiktas,2022-08-26T07:27:01.424683Z,53,108823.jpg,1.0,Alli,0.1,False,,u,8,11,2,7054,0,54056,0,0.0,0.4,Dele,38,0,0,0,1,0,0,0,0,0,0,0,5,0.6,2.2,6.0,0.9,0,0.00,0.00,0.00,1.68,536,247,471,227,454,218,518,235,,,,,,,0.0,0.0,0.0,0.0,3.98,2.37,137,71,745,325,532,250,446,163,0.0,0.0
285,100.0,100.0,111234,0,0,-1,1,1,1,4.7,3.5,5,Jordan,3.0,182,False,,2022-09-07T22:00:06.103183Z,44,111234.jpg,3.4,Pickford,6.2,False,,a,8,11,124,991703,0,956939,0,0.7,28.2,Pickford,3330,0,1,8,57,0,1,0,6,0,124,10,666,997.8,23.0,0.0,102.0,37,0.00,0.35,0.35,66.41,9,3,414,1,623,66,129,3,,,,,,,0.0,3.35,0.01,0.01,1.79,1.54,486,22,102,11,112,23,64,11,1.0,0.22
286,0.0,0.0,119765,0,0,-2,2,0,3,0.0,0.0,0,Allan,0.0,183,False,Trasferred to Al Wahda,2022-09-27T07:53:15.044504Z,48,119765.jpg,0.0,Marques Loureiro,0.1,False,,u,8,11,0,4852,0,16411,0,0.0,0.0,Allan,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,750,321,746,322,739,319,751,321,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,270,161,702,297,753,323,508,197,0.0,0.0
287,0.0,0.0,120250,0,0,0,0,0,3,0.0,0.0,0,André,0.0,184,False,Season-long loan to Lille,2022-09-02T11:09:03.863819Z,45,120250.jpg,0.0,Tavares Gomes,0.0,False,,u,8,11,0,1409,0,17699,0,0.0,0.0,André Gomes,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,676,268,675,273,656,262,681,271,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,358,205,595,222,687,277,544,211,0.0,0.0
288,100.0,100.0,121599,0,0,-2,2,3,3,5.3,5.5,11,Abdoulaye,5.0,185,False,,2023-04-03T22:00:08.050327Z,53,121599.jpg,3.0,Doucouré,0.2,False,,a,8,11,76,38775,0,37139,0,0.9,14.3,A.Doucouré,1527,5,2,4,27,0,0,0,6,1,0,10,263,360.4,284.1,255.0,89.7,17,2.61,1.52,4.13,32.10,201,83,130,93,150,89,161,93,,,,,,,0.15,0.0,0.09,0.24,1.89,1.59,139,73,32,15,157,63,349,121,1.0,0.24
289,100.0,100.0,153133,0,0,-6,6,1,3,5.3,2.8,3,Alex,2.3,186,False,,2023-01-11T00:00:07.750144Z,49,153133.jpg,3.3,Iwobi,1.1,False,,a,8,11,126,643995,0,570132,0,0.5,25.7,Iwobi,3379,2,8,9,56,0,0,0,2,0,0,9,563,693.4,946.0,373.0,201.3,38,2.56,4.31,6.87,66.42,50,22,14,12,103,64,29,20,3.0,,,,,,0.07,0.0,0.11,0.18,1.77,1.49,231,131,141,59,122,52,182,61,1.01,0.24
290,0.0,0.0,160987,0,0,0,0,0,3,0.0,0.0,0,Jean-Philippe,0.0,187,False,Season-long loan to Trabzonspor,2022-08-27T07:45:42.248796Z,45,160987.jpg,0.0,Gbamin,0.0,False,,u,8,11,0,1426,0,5223,0,0.0,0.0,Gbamin,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,677,269,676,274,657,263,682,272,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,360,207,596,223,688,278,639,256,0.0,0.0
291,100.0,100.0,164511,0,0,-2,2,2,2,3.5,6.8,8,Yerry,6.3,188,False,,2022-12-30T11:00:08.060213Z,43,164511.jpg,4.7,Mina,0.4,False,,a,8,11,33,48284,0,28032,0,1.5,7.7,Mina,594,2,0,1,9,0,0,0,2,0,0,7,115,192.8,18.2,138.0,35.1,7,1.52,0.15,1.67,10.30,317,125,424,150,233,53,344,121,,,,,,,0.23,0.0,0.02,0.25,1.56,1.36,555,135,12,2,17,2,299,110,1.06,0.15
292,,,172632,0,0,-4,4,0,3,1.0,2.2,3,Demarai,1.7,189,False,,,51,172632.jpg,2.8,Gray,0.6,False,,a,8,11,91,224681,0,267814,0,0.3,17.8,Gray,2501,4,1,7,39,0,0,0,3,0,0,4,284,410.8,614.7,707.0,173.2,27,6.17,3.82,9.99,46.59,166,67,43,35,34,19,47,34,1.0,,1.0,,3.0,,0.22,0.0,0.14,0.36,1.68,1.4,174,99,196,98,186,73,255,84,0.97,0.25
293,100.0,25.0,173807,0,0,-1,1,0,3,0.1,0.1,0,Tom,0.0,190,False,,2023-05-18T14:00:09.401786Z,49,173807.jpg,1.0,Davies,0.0,False,,a,8,11,19,4749,0,6534,0,0.0,3.9,Davies,524,0,0,1,9,0,0,0,3,0,0,0,55,50.4,46.2,98.0,19.3,4,1.30,0.25,1.55,12.04,446,196,374,193,281,145,411,182,,,,,,,0.22,0.0,0.04,0.26,2.07,1.55,236,136,713,306,525,245,547,213,0.69,0.17
294,0.0,0.0,177815,0,0,-1,1,0,4,0.0,0.0,0,Dominic,0.7,191,False,Hamstring injury - Expected back 01 Jul,2023-05-14T20:00:08.964710Z,79,177815.jpg,2.4,Calvert-Lewin,0.3,False,,i,8,11,40,167592,0,196479,0,0.1,5.1,Calvert-Lewin,1166,2,1,4,22,0,0,0,3,0,0,2,89,138.4,122.4,409.0,66.4,15,5.90,0.72,6.62,23.13,359,42,259,40,88,29,231,36,,,,,1.0,,0.46,0.0,0.06,0.52,1.79,1.7,20,12,319,47,252,32,333,54,1.16,0.31
295,100.0,100.0,194164,0,0,-3,3,0,2,0.7,0.8,0,Mason,0.3,192,False,,2023-04-22T17:30:08.279932Z,42,194164.jpg,2.0,Holgate,0.1,False,,a,8,11,16,9295,0,19397,0,0.1,3.8,Holgate,506,0,0,2,9,0,0,0,1,1,0,2,81,90.4,71.9,55.0,21.5,5,1.00,0.17,1.17,9.49,395,152,339,114,341,117,401,147,,,,,,,0.18,0.0,0.03,0.21,1.69,1.6,602,162,332,101,309,111,474,178,0.89,0.36
296,0.0,0.0,198826,0,0,-2,2,0,2,0.0,0.0,0,Ben,0.0,193,False,Groin Injury - Unknown return date,2023-05-01T22:00:07.875101Z,43,198826.jpg,1.4,Godfrey,0.1,False,,i,8,11,18,8179,0,17535,0,0.0,4.2,Godfrey,801,0,1,1,18,0,0,0,2,0,0,0,101,146.8,42.3,46.0,23.6,10,1.24,0.08,1.32,18.17,350,143,380,131,367,130,394,144,,,,,,,0.14,0.0,0.01,0.15,2.04,2.02,561,138,541,215,425,150,506,185,1.12,0.11
297,100.0,75.0,224967,0,0,-4,4,1,2,1.0,0.4,0,Vitalii,0.0,194,False,,2023-05-14T20:00:08.992901Z,41,224967.jpg,2.2,Mykolenko,0.6,False,,a,8,11,75,295596,0,276623,0,0.0,18.3,Mykolenko,2653,0,1,7,46,0,0,0,4,0,0,4,449,504.8,307.0,120.0,93.4,30,0.54,0.91,1.45,53.67,115,38,120,20,251,66,148,30,,,,,,,0.02,0.0,0.03,0.05,1.82,1.56,639,181,497,188,269,97,250,88,1.02,0.24
298,0.0,0.0,480455,0,0,0,0,0,2,0.0,0.0,0,Jarrad,0.0,196,False,Joined PSV Eindhoven on loan - Expected back 01 Jul,2022-07-17T21:30:04.439165Z,40,480455.jpg,0.0,Branthwaite,0.0,False,,u,8,11,0,0,0,1887,0,0.0,0.0,Branthwaite,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,618,225,604,223,569,216,622,224,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,701,213,466,165,631,226,676,243,0.0,0.0
299,0.0,0.0,243571,0,0,-1,1,0,2,0.0,0.0,0,Nathan,0.7,197,False,Hamstring injury - Expected back 01 Jul,2023-05-20T17:30:09.009071Z,39,243571.jpg,1.6,Patterson,2.2,False,,i,8,11,31,1278217,0,1443024,0,0.2,7.9,Patterson,1274,0,0,2,22,0,0,0,3,0,0,0,173,231.4,111.9,108.0,45.3,14,0.48,0.71,1.19,25.40,288,112,276,78,273,77,304,103,,,,,,,0.03,0.0,0.05,0.08,1.79,1.55,748,246,281,83,386,136,128,47,0.99,0.14
300,0.0,0.0,495542,0,0,0,0,0,2,0.0,0.0,0,Niels,0.0,198,False,Season-long loan to Cardiff City,2022-08-29T07:10:42.988896Z,40,495542.jpg,0.0,Nkounkou,0.2,False,,u,8,11,0,8908,0,46493,0,0.0,0.0,Nkounkou,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,621,227,608,225,574,219,625,226,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,706,216,471,168,634,228,396,150,0.0,0.0
301,,,17761,0,0,-4,4,1,2,2.0,4.2,8,James,3.7,199,False,,,41,17761.jpg,2.8,Tarkowski,4.4,False,,a,8,11,106,1463649,0,1063756,0,0.9,25.9,Tarkowski,3420,1,1,9,57,0,0,0,6,0,0,13,632,1040.4,185.6,441.0,167.0,38,2.97,1.89,4.86,67.45,6,1,191,46,77,2,52,3,,,,,,,0.08,0.0,0.05,0.13,1.78,1.5,627,175,67,20,179,59,83,31,1.0,0.24
302,100.0,100.0,94147,0,0,-3,3,1,2,0.7,2.8,6,Conor,2.3,475,False,,2023-05-18T14:00:10.120837Z,47,94147.jpg,3.2,Coady,3.0,False,,a,8,11,77,974599,0,1112265,0,0.5,16.4,Coady,2094,1,1,7,28,0,0,0,2,0,0,5,397,405.6,59.7,88.0,55.3,23,0.84,0.49,1.33,36.88,169,64,358,122,292,89,267,89,,,,,,,0.04,0.0,0.02,0.06,1.59,1.2,302,48,140,50,132,36,111,39,0.99,0.3
